id,title,context,question,answers
572e8f1d03f9891900756791,Elevator,"Some people argue that elevators began as simple rope or chain hoists (see Traction elevators below). An elevator is essentially a platform that is either pulled or pushed up by a mechanical means. A modern-day elevator consists of a cab (also called a ""cage"", ""carriage"" or ""car"") mounted on a platform within an enclosed space called a shaft or sometimes a ""hoistway"". In the past, elevator drive mechanisms were powered by steam and water hydraulic pistons or by hand. In a ""traction"" elevator, cars are pulled up by means of rolling steel ropes over a deeply grooved pulley, commonly called a sheave in the industry. The weight of the car is balanced by a counterweight. Sometimes two elevators are built so that their cars always move synchronously in opposite directions, and are each other's counterweight.",What is the weight of the elevator cage balanced by? ,"{'text': ['a counterweight'], 'answer_start': [658]}"
56cf8955234ae51400d9be17,Kanye_West,"The Pitchfork online music publication ranked My Beautiful Dark Twisted Fantasy as the world's best album of the decade ""so far""—between 2010 and 2014—on August 19, 2014, while Yeezus was ranked in the eighth position of a list of 100 albums. During the same week, the song ""Runaway"" (featuring Pusha T) was ranked in the third position in the publication's list of the 200 ""best tracks"" released since 2010.",Which one of Kanye's albums won The Pitchfork's Album of the Decade (so far) award?,"{'text': ['My Beautiful Dark Twisted Fantasy'], 'answer_start': [46]}"
572f2836b2c2fd1400567f49,Railway_electrification_system,"There has, however, been interest among railroad operators in returning to DC use at higher voltages than previously used. At the same voltage, DC often has less loss than AC, and for this reason high-voltage direct current is already used on some bulk power transmission lines. DC avoids the electromagnetic radiation inherent with AC, and on a railway this also reduces interference with signalling and communications and mitigates hypothetical EMF risks. DC also avoids the power factor problems of AC. Of particular interest to railroading is that DC can supply constant power with a single ungrounded wire. Constant power with AC requires three-phase transmission with at least two ungrounded wires. Another important consideration is that mains-frequency 3-phase AC must be carefully planned to avoid unbalanced phase loads. Parts of the system are supplied from different phases on the assumption that the total loads of the 3 phases will even out. At the phase break points between regions supplied from different phases, long insulated supply breaks are required to avoid them being shorted by rolling stock using more than one pantograph at a time. A few railroads have tried 3-phase but its substantial complexity has made single-phase standard practice despite the interruption in power flow that occurs twice every cycle. An experimental 6 kV DC railway was built in the Soviet Union.",What can electromagnetic radiation interfere with?,"{'text': ['signalling and communications'], 'answer_start': [390]}"
5728ac583acd2414000dfcad,Estonia,"On 6 August 1940, Estonia was annexed by the Soviet Union as the Estonian SSR. The provisions in the Estonian constitution requiring a popular referendum to decide on joining a supra-national body were ignored. Instead the vote to join the Soviet Union was taken by those elected in the elections held the previous month. Additionally those who had failed to do their ""political duty"" of voting Estonia into the USSR, specifically those who had failed to have their passports stamped for voting, were condemned to death by Soviet tribunals. The repressions followed with the mass deportations carried out by the Soviets in Estonia on 14 June 1941. Many of the country's political and intellectual leaders were killed or deported to remote areas of the USSR by the Soviet authorities in 1940–1941. Repressive actions were also taken against thousands of ordinary people.",The rules of joining a super power were ignored from what document?,"{'text': ['the Estonian constitution'], 'answer_start': [97]}"
5710effca58dae1900cd6b5c,Age_of_Enlightenment,"Alexis de Tocqueville described the French Revolution as the inevitable result of the radical opposition created in the 18th century between the monarchy and the men of letters of the Enlightenment. These men of letters constituted a sort of ""substitute aristocracy that was both all-powerful and without real power"". This illusory power came from the rise of ""public opinion"", born when absolutist centralization removed the nobility and the bourgeoisie from the political sphere. The ""literary politics"" that resulted promoted a discourse of equality and was hence in fundamental opposition to the monarchical regime. De Tocqueville ""clearly designates ... the cultural effects of transformation in the forms of the exercise of power"". Nevertheless, it took another century before cultural approach became central to the historiography, as typified by Robert Darnton, The Business of Enlightenment: A Publishing History of the Encyclopédie, 1775–1800 (1979).",From where did Tocqueville believe the illusory power of the men of letters came from?,"{'text': ['the rise of ""public opinion""'], 'answer_start': [348]}"
5ad34b09604f3c001a3fdc93,PlayStation_3,"On April 20, 2011, Sony shut down the PlayStation Network and Qriocity for a prolonged interval, revealing on April 23 that this was due to ""an external intrusion on our system"". Sony later revealed that the personal information of 77 million users might have been taken, including: names; addresses; countries; email addresses; birthdates; PSN/Qriocity logins, passwords and handles/PSN online IDs. They also stated that it was possible that users' profile data, including purchase history and billing address, and PlayStation Network/Qriocity password security answers may have been obtained. There was no evidence that any credit card data had been taken, but the possibility could not be ruled out, and Sony advised customers that their credit card data may have been obtained. Additionally, the credit card numbers were encrypted and Sony never collected the three digit CVC or CSC number from the back of the credit cards which is required for authenticating some transactions. In response to the incident, Sony announced a ""Welcome Back"" program, 30 days free membership of PlayStation Plus for all PSN members, two free downloadable PS3 games, and a free one-year enrollment in an identity theft protection program.",What was the date Sony shut down the Microsoft Network because of a security breach?,"{'text': [], 'answer_start': []}"
5726f39d5951b619008f8348,Myanmar,"The elections of 2010 resulted in a victory for the military-backed Union Solidarity and Development Party. Various foreign observers questioned the fairness of the elections. One criticism of the election was that only government sanctioned political parties were allowed to contest in it and the popular National League for Democracy was declared illegal. However, immediately following the elections, the government ended the house arrest of the democracy advocate and leader of the National League for Democracy, Aung San Suu Kyi, and her ability to move freely around the country is considered an important test of the military's movement toward more openness. After unexpected reforms in 2011, NLD senior leaders have decided to register as a political party and to field candidates in future by-elections.",Were the elections held in an unbiased manner Burma in 2010 ? ,"{'text': ['Various foreign observers questioned the fairness of the elections.'], 'answer_start': [108]}"
5730a045069b5314008321d2,Greeks,"Greek surnames were widely in use by the 9th century supplanting the ancient tradition of using the father’s name, however Greek surnames are most commonly patronymics. Commonly, Greek male surnames end in -s, which is the common ending for Greek masculine proper nouns in the nominative case. Exceptionally, some end in -ou, indicating the genitive case of this proper noun for patronymic reasons. Although surnames in mainland Greece are static today, dynamic and changing patronymic usage survives in middle names where the genitive of father's first name is commonly the middle name (this usage having been passed on to the Russians). In Cyprus, by contrast, surnames follow the ancient tradition of being given according to the father’s name. Finally, in addition to Greek-derived surnames many have Latin, Turkish and Italian origin.",What does it mean to have the letters OU added to the ending of a males last name ?,"{'text': ['some end in -ou, indicating the genitive case of this proper noun for patronymic reasons.'], 'answer_start': [309]}"
56d2706859d6e41400145fdf,Buddhism,"Much of the early extant evidence for the origins of Mahāyāna comes from early Chinese translations of Mahāyāna texts. These Mahāyāna teachings were first propagated into China by Lokakṣema, the first translator of Mahāyāna sūtras into Chinese during the 2nd century CE.[note 39] Some scholars have traditionally considered the earliest Mahāyāna sūtras to include the very first versions of the Prajñāpāramitā series, along with texts concerning Akṣobhya Buddha, which were probably composed in the 1st century BCE in the south of India.[note 40]",Texts concerning Aksobhya Buddha were probably composed in what century BCE?,"{'text': ['1st'], 'answer_start': [499]}"
56de110e4396321400ee259f,Iranian_languages,"The geographical regions in which Iranian languages were spoken were pushed back in several areas by newly neighbouring languages. Arabic spread into some parts of Western Iran (Khuzestan), and Turkic languages spread through much of Central Asia, displacing various Iranian languages such as Sogdian and Bactrian in parts of what is today Turkmenistan, Uzbekistan and Tajikistan. In Eastern Europe, mostly comprising the territory of modern-day Ukraine, southern European Russia, and parts of the Balkans, the core region of the native Scythians, Sarmatians, and Alans had been decisively been taken over as a result of absorption and assimilation (e.g. Slavicisation) by the various Proto-Slavic population of the region, by the 6th century AD. This resulted in the displacement and extinction of the once predominant Scythian languages of the region. Sogdian's close relative Yaghnobi barely survives in a small area of the Zarafshan valley east of Samarkand, and Saka as Ossetic in the Caucasus, which is the sole remnant of the once predominant Scythian languages in Eastern Europe proper and large parts of the North Caucasus. Various small Iranian languages in the Pamirs survive that are derived from Eastern Iranian.",What is another term for Western Iran?,"{'text': ['Khuzestan'], 'answer_start': [178]}"
5a81c62831013a001a334e91,Norfolk_Island,"Australian citizens and residents from other parts of the nation now have automatic right of residence on the island after meeting these criteria (Immigration (Amendment No. 2) Act 2012). Australian citizens must carry either a passport or a Document of Identity to travel to Norfolk Island. Citizens of all other nations must carry a passport to travel to Norfolk Island even if arriving from other parts of Australia. Holders of Australian visas who travel to Norfolk Island have departed the Australian Migration Zone. Unless they hold a multiple-entry visa, the visa will have ceased; in which case they will require another visa to re-enter mainland Australia.",What will happen to travelers with an American visa who don't depart from the Australian Migration Zone?,"{'text': [], 'answer_start': []}"
5ad4a602ba00c4001a268eba,Slavs,The relationship between the Slavs and a tribe called the Veneti east of the River Vistula in the Roman period is uncertain. The name may refer both to Balts and Slavs.,What tribe was to the east of the Slavs?,"{'text': [], 'answer_start': []}"
5a70ba578abb0b001a6760d9,Xbox_360,"Two major hardware revisions of the Xbox 360 have succeeded the original models; the Xbox 360 S (also referred to as the ""Slim"") replaced the original ""Elite"" and ""Arcade"" models in 2010. The S model carries a smaller, streamlined appearance with an angular case, and utilizes a redesigned motherboard designed to alleviate the hardware and overheating issues experienced by prior models. It also includes a proprietary port for use with the Kinect sensor. The Xbox 360 E, a further streamlined variation of the 360 S with a two-tone rectangular case inspired by Xbox One, was released in 2013. In addition to its revised aesthetics, Xbox 360 E also has one fewer USB port and no longer supports S/PDIF.",How many USB ports did the S model have?,"{'text': [], 'answer_start': []}"
5acfb20177cf76001a685909,Federalism,"The Federalist Party of the United States was opposed by the Democratic-Republicans, including powerful figures such as Thomas Jefferson. The Democratic-Republicans mainly believed that: the Legislature had too much power (mainly because of the Necessary and Proper Clause) and that they were unchecked; the Executive had too much power, and that there was no check on the executive; a dictator would arise; and that a bill of rights should be coupled with the constitution to prevent a dictator (then believed to eventually be the president) from exploiting or tyrannizing citizens. The federalists, on the other hand, argued that it was impossible to list all the rights, and those that were not listed could be easily overlooked because they were not in the official bill of rights. Rather, rights in specific cases were to be decided by the judicial system of courts.",What was the federalist party of the United Nations opposed to?,"{'text': [], 'answer_start': []}"
5732547be17f3d140042287d,The_Bronx,"Several boutique and chain hotels have opened in recent years in the South Bronx; in addition, a La Quinta Inn that has been proposed for the Mott Haven waterfront. The Kingsbridge Armory, often cited as the largest armory in the world, is scheduled for redevelopment as the Kingsbridge National Ice Center. Under consideration for future development is the construction of a platform over the New York City Subway's Concourse Yard adjacent to Lehman College. The construction would permit approximately 2,000,000 square feet (190,000 m2) of development and would cost US$350–500 million.",How much would a Concourse Yard platform cost?,"{'text': ['US$350–500 million'], 'answer_start': [569]}"
5ad2d7a9d7d075001a42a437,Christian,"Linda Woodhead attempts to provide a common belief thread for Christians by noting that ""Whatever else they might disagree about, Christians are at least united in believing that Jesus has a unique significance."" Philosopher Michael Martin, in his book The Case Against Christianity, evaluated three historical Christian creeds (the Apostles' Creed, the Nicene Creed and the Athanasian Creed) to establish a set of basic assumptions which include belief in theism, the historicity of Jesus, the Incarnation, salvation through faith in Jesus, and Jesus as an ethical role model.",Who is the author of The Apostles Creed?,"{'text': [], 'answer_start': []}"
5731ab21b9d445190005e44d,Religion_in_ancient_Rome,"The meaning and origin of many archaic festivals baffled even Rome's intellectual elite, but the more obscure they were, the greater the opportunity for reinvention and reinterpretation — a fact lost neither on Augustus in his program of religious reform, which often cloaked autocratic innovation, nor on his only rival as mythmaker of the era, Ovid. In his Fasti, a long-form poem covering Roman holidays from January to June, Ovid presents a unique look at Roman antiquarian lore, popular customs, and religious practice that is by turns imaginative, entertaining, high-minded, and scurrilous; not a priestly account, despite the speaker's pose as a vates or inspired poet-prophet, but a work of description, imagination and poetic etymology that reflects the broad humor and burlesque spirit of such venerable festivals as the Saturnalia, Consualia, and feast of Anna Perenna on the Ides of March, where Ovid treats the assassination of the newly deified Julius Caesar as utterly incidental to the festivities among the Roman people. But official calendars preserved from different times and places also show a flexibility in omitting or expanding events, indicating that there was no single static and authoritative calendar of required observances. In the later Empire under Christian rule, the new Christian festivals were incorporated into the existing framework of the Roman calendar, alongside at least some of the traditional festivals.",What did obscure festivals offer Romans the opportunity to do?,"{'text': ['reinterpretation'], 'answer_start': [169]}"
5acf8e4477cf76001a68524f,Somerset,"Until the 1960s the piers at Weston-super-Mare, Clevedon, Portishead and Minehead were served by the paddle steamers of P and A Campbell who ran regular services to Barry and Cardiff as well as Ilfracombe and Lundy Island. The pier at Burnham-on-Sea was used for commercial goods, one of the reasons for the Somerset and Dorset Joint Railway was to provide a link between the Bristol Channel and the English Channel. The pier at Burnham-on-Sea is the shortest pier in the UK. In the 1970s the Royal Portbury Dock was constructed to provide extra capacity for the Port of Bristol.",What were the piers at Barry primarily used for?,"{'text': [], 'answer_start': []}"
5726d756f1498d1400e8ecb9,Molotov%E2%80%93Ribbentrop_Pact,"Most notably, there was also a secret protocol to the pact, revealed only after Germany's defeat in 1945, although hints about its provisions were leaked much earlier, e.g., to influence Lithuania. According to said protocol Romania, Poland, Lithuania, Latvia, Estonia and Finland were divided into German and Soviet ""spheres of influence"". In the north, Finland, Estonia and Latvia were assigned to the Soviet sphere. Poland was to be partitioned in the event of its ""political rearrangement""—the areas east of the Pisa, Narev, Vistula and San rivers going to the Soviet Union while Germany would occupy the west. Lithuania, adjacent to East Prussia, would be in the German sphere of influence, although a second secret protocol agreed to in September 1939 reassigned the majority of Lithuania to the USSR. According to the secret protocol, Lithuania would be granted the city of Vilnius – its historical capital, which was under Polish control during the inter-war period. Another clause of the treaty was that Germany would not interfere with the Soviet Union's actions towards Bessarabia, then part of Romania; as the result, Bessarabia was joined to the Moldovan ASSR, and become the Moldovan SSR under control of Moscow.",What country would reclaim the city of Vilnius?,"{'text': ['Lithuania'], 'answer_start': [842]}"
56e7b87f00c9c71400d7755a,Nanjing,"In the past 20 years, several commercial streets have been developed, hence the nightlife has become more diverse: there are shopping malls opening late in the Xinjiekou CBD and Hunan Road. The well-established ""Nanjing 1912"" district hosts a wide variety of recreational facilities ranging from traditional restaurants and western pubs to dance clubs. There are two major areas where bars are densely located; one is in 1912 block; the other is along Shanghai road and its neighbourhood. Both are popular with international residents of the city.","Other than at ""Nanjing 1912"", where else are there a lot of bars?","{'text': ['along Shanghai road and its neighbourhood'], 'answer_start': [446]}"
5727e7003acd2414000def5a,History_of_science,"The Jesuit China missions of the 16th and 17th centuries ""learned to appreciate the scientific achievements of this ancient culture and made them known in Europe. Through their correspondence European scientists first learned about the Chinese science and culture."" Western academic thought on the history of Chinese technology and science was galvanized by the work of Joseph Needham and the Needham Research Institute. Among the technological accomplishments of China were, according to the British scholar Needham, early seismological detectors (Zhang Heng in the 2nd century), the water-powered celestial globe (Zhang Heng), matches, the independent invention of the decimal system, dry docks, sliding calipers, the double-action piston pump, cast iron, the blast furnace, the iron plough, the multi-tube seed drill, the wheelbarrow, the suspension bridge, the winnowing machine, the rotary fan, the parachute, natural gas as fuel, the raised-relief map, the propeller, the crossbow, and a solid fuel rocket, the multistage rocket, the horse collar, along with contributions in logic, astronomy, medicine, and other fields.",What type of bridge originated in China?,"{'text': ['suspension'], 'answer_start': [842]}"
56eaa11d0030b61400a34ff6,Political_corruption,"Trading in influence, or influence peddling, refers a person selling his/her influence over the decision making process to benefit a third party (person or institution). The difference with bribery is that this is a tri-lateral relation. From a legal point of view, the role of the third party (who is the target of the influence) does not really matter although he/she can be an accessory in some instances. It can be difficult to make a distinction between this form of corruption and some forms of extreme and loosely regulated lobbying where for instance law- or decision-makers can freely ""sell"" their vote, decision power or influence to those lobbyists who offer the highest compensation, including where for instance the latter act on behalf of powerful clients such as industrial groups who want to avoid the passing of specific environmental, social, or other regulations perceived as too stringent, etc. Where lobbying is (sufficiently) regulated, it becomes possible to provide for a distinctive criteria and to consider that trading in influence involves the use of ""improper influence"", as in article 12 of the Criminal Law Convention on Corruption (ETS 173) of the Council of Europe.","Where lobbying is controlled, what does it provide for consideration to determine improper influencing?","{'text': ['distinctive criteria'], 'answer_start': [996]}"
5ad3bd5f604f3c001a3fef19,High-definition_television,"Despite delays in some countries, the number of European HD channels and viewers has risen steadily since the first HDTV broadcasts, with SES's annual Satellite Monitor market survey for 2010 reporting more than 200 commercial channels broadcasting in HD from Astra satellites, 185 million HD capable TVs sold in Europe (£60 million in 2010 alone), and 20 million households (27% of all European digital satellite TV homes) watching HD satellite broadcasts (16 million via Astra satellites).","According to the 2010 Satellite Monitor market survey, how many SD capable TV's were sold in Europe?","{'text': [], 'answer_start': []}"
572831a53acd2414000df6bb,PlayStation_3,"The system displays the What's New screen by default instead of the [Games] menu (or [Video] menu, if a movie was inserted) when starting up. What's New has four sections: ""Our Pick"", ""Recently Played"", latest information and new content available in PlayStation Store. There are four kinds of content the What's New screen displays and links to, on the sections. ""Recently Played"" displays the user's recently played games and online services only, whereas, the other sections can contain website links, links to play videos and access to selected sections of the PlayStation Store.","Before What's New existed, what default screen would show when a user put a movie in their PS3?","{'text': ['Video'], 'answer_start': [86]}"
5ace090a32bba1001ae499db,Russian_Soviet_Federative_Socialist_Republic,"On December 8, 1991, at Viskuli near Brest (Belarus), the President of the Russian SFSR and the heads of Byelorussian SSR and Ukrainian SSR signed the ""Agreement on the Establishment of the Commonwealth of Independent States"" (known in media as Belavezha Accords). The document, consisting of a preamble and fourteen articles, stated that the Soviet Union ceased to exist as a subject of international law and geopolitical reality. However, based on the historical community of peoples, relations between them, given the bilateral treaties, the desire for a democratic rule of law, the intention to develop their relations based on mutual recognition and respect for state sovereignty, the parties agreed to the formation of the Commonwealth of Independent States. On December 12, the agreement was ratified by the Supreme Soviet of the Russian SFSR by an overwhelming majority: 188 votes for, 6 against, 7 abstentions. On the same day, the Supreme Soviet of the Russian SFSR denounced the Treaty on the Creation of the USSR and recalled all Russian deputies from the Supreme Soviet of the Soviet Union. The legality of this act is the subject of discussions because, according to the 1978 Constitution (Basic Law) of the Russian SFSR, the Russian Supreme Soviet had no right to do so. However, by this time the Soviet government had been rendered more or less impotent, and was in no position to object. Although the December 12 vote is sometimes reckoned as the moment that the RSFSR seceded from the collapsing Soviet Union, this is not the case. It appears that the RSFSR took the line that it was not possible to secede from an entity that no longer existed.",In what country is Viskuli not located?,"{'text': [], 'answer_start': []}"
5727904df1498d1400e8fc32,Carnival,"A major feature is the calypso competition. Calypso music, originating in Trinidad, uses syncopated rhythm and topical lyrics. It offers a medium in which to satirise local politics, amidst the general bacchanal. Calypso tents, also originating in Trinidad, feature cadres of musicians who perform biting social commentaries, political exposés or rousing exhortations to ""wuk dah waistline"" and ""roll dat bumper"". The groups compete for the Calypso Monarch Award, while the air is redolent with the smells of Bajan cooking during the Bridgetown Market Street Fair. The Cohobblopot Festival blends dance, drama and music with the crowning of the King and Queen of costume bands. Every evening the ""Pic-o-de-Crop"" Show is performed after the King of Calypso is finally crowned. The climax of the festival is Kadooment Day celebrated with a national holiday when costume bands fill the streets with pulsating Barbadian rhythms and fireworks.",Who perform biting social commentaries?,"{'text': ['musicians'], 'answer_start': [276]}"
572952116aef051400154cd8,Renewable_energy_commercialization,"Solar thermal power stations include the 354 megawatt (MW) Solar Energy Generating Systems power plant in the USA, Solnova Solar Power Station (Spain, 150 MW), Andasol solar power station (Spain, 100 MW), Nevada Solar One (USA, 64 MW), PS20 solar power tower (Spain, 20 MW), and the PS10 solar power tower (Spain, 11 MW). The 370 MW Ivanpah Solar Power Facility, located in California's Mojave Desert, is the world's largest solar-thermal power plant project currently under construction. Many other plants are under construction or planned, mainly in Spain and the USA. In developing countries, three World Bank projects for integrated solar thermal/combined-cycle gas-turbine power plants in Egypt, Mexico, and Morocco have been approved.",Where is the PS20 solar power tower located?,"{'text': ['Spain'], 'answer_start': [260]}"
5731ced00fdd8d15006c655e,Pacific_War,"In an effort to discourage Japanese militarism, Western powers including Australia, the United States, Britain, and the Dutch government in exile, which controlled the petroleum-rich Dutch East Indies, stopped selling oil, iron ore, and steel to Japan, denying it the raw materials needed to continue its activities in China and French Indochina. In Japan, the government and nationalists viewed these embargos as acts of aggression; imported oil made up about 80% of domestic consumption, without which Japan's economy, let alone its military, would grind to a halt. The Japanese media, influenced by military propagandists,[nb 10] began to refer to the embargoes as the ""ABCD (""American-British-Chinese-Dutch"") encirclement"" or ""ABCD line"".",How did Japan view Western embargos?,"{'text': ['as acts of aggression'], 'answer_start': [411]}"
573113b905b4da19006bcd51,Bird,"The earliest known avialan fossils come from the Tiaojishan Formation of China, which has been dated to the late Jurassic period (Oxfordian stage), about 160 million years ago. The avialan species from this time period include Anchiornis huxleyi, Xiaotingia zhengi, and Aurornis xui. The well-known early avialan, Archaeopteryx, dates from slightly later Jurassic rocks (about 155 million years old) from Germany. Many of these early avialans shared unusual anatomical features that may be ancestral to modern birds, but were later lost during bird evolution. These features include enlarged claws on the second toe which may have been held clear of the ground in life, and long feathers or ""hind wings"" covering the hind limbs and feet, which may have been used in aerial maneuvering.",What may have been used in aerial maneuvering?,"{'text': ['hind wings'], 'answer_start': [692]}"
57267f35f1498d1400e8e1c3,British_Empire,"Under the terms of the concluding Treaty of Versailles signed in 1919, the empire reached its greatest extent with the addition of 1,800,000 square miles (4,700,000 km2) and 13 million new subjects. The colonies of Germany and the Ottoman Empire were distributed to the Allied powers as League of Nations mandates. Britain gained control of Palestine, Transjordan, Iraq, parts of Cameroon and Togo, and Tanganyika. The Dominions themselves also acquired mandates of their own: the Union of South Africa gained South-West Africa (modern-day Namibia), Australia gained German New Guinea, and New Zealand Western Samoa. Nauru was made a combined mandate of Britain and the two Pacific Dominions.",What modern-day country is South-West Africa?,"{'text': ['Namibia'], 'answer_start': [540]}"
5ad40de5604f3c001a4000fb,Alaska,"Alaska's economy depends heavily on increasingly expensive diesel fuel for heating, transportation, electric power and light. Though wind and hydroelectric power are abundant and underdeveloped, proposals for statewide energy systems (e.g. with special low-cost electric interties) were judged uneconomical (at the time of the report, 2001) due to low (less than 50¢/gal) fuel prices, long distances and low population. The cost of a gallon of gas in urban Alaska today is usually 30–60¢ higher than the national average; prices in rural areas are generally significantly higher but vary widely depending on transportation costs, seasonal usage peaks, nearby petroleum development infrastructure and many other factors.",What does Alaska's economy not rely on?,"{'text': [], 'answer_start': []}"
57283a1b4b864d19001647a4,Federalism,"Because the states were preexisting political entities, the U.S. Constitution did not need to define or explain federalism in any one section but it often mentions the rights and responsibilities of state governments and state officials in relation to the federal government. The federal government has certain express powers (also called enumerated powers) which are powers spelled out in the Constitution, including the right to levy taxes, declare war, and regulate interstate and foreign commerce. In addition, the Necessary and Proper Clause gives the federal government the implied power to pass any law ""necessary and proper"" for the execution of its express powers. Other powers—the reserved powers—are reserved to the people or the states. The power delegated to the federal government was significantly expanded by the Supreme Court decision in McCulloch v. Maryland (1819), amendments to the Constitution following the Civil War, and by some later amendments—as well as the overall claim of the Civil War, that the states were legally subject to the final dictates of the federal government.",Why did the constitution didn't have to explain federalism? ,"{'text': ['Because the states were preexisting political entities'], 'answer_start': [0]}"
56f8c72c9b226e1400dd0fab,Alps,"Austrian-born Adolf Hitler had a lifelong romantic fascination with the Alps and by the 1930s established a home in the Obersalzberg region outside of Berchtesgaden. His first visit to the area was in 1923 and he maintained a strong tie there until the end of his life. At the end of World War II the US Army occupied Obersalzberg, to prevent Hitler from retreating with the Wehrmacht into the mountains.",Where was Adolf Hitler born?,"{'text': ['Austrian'], 'answer_start': [0]}"
57296cd06aef051400154e64,Green,"Green is common in nature, as many plants are green because of a complex chemical known as chlorophyll, which is involved in photosynthesis. Chlorophyll absorbs the long wavelengths of light (red) and short wavelengths of light (blue) much more efficiently than the wavelengths that appear green to the human eye, so light reflected by plants is enriched in green. Chlorophyll absorbs green light poorly because it first arose in organisms living in oceans where purple halobacteria were already exploiting photosynthesis. Their purple color arose because they extracted energy in the green portion of the spectrum using bacteriorhodopsin. The new organisms that then later came to dominate the extraction of light were selected to exploit those portions of the spectrum not used by the halobacteria.",Why are many plants green?,"{'text': ['chlorophyll'], 'answer_start': [91]}"
57318d40a5e9cc1400cdc052,Steven_Spielberg,"His first professional TV job came when he was hired to direct one of the segments for the 1969 pilot episode of Night Gallery. The segment, ""Eyes,"" starred Joan Crawford; she and Spielberg were reportedly close friends until her death. The episode is unusual in his body of work, in that the camerawork is more highly stylized than his later, more ""mature"" films. After this, and an episode of Marcus Welby, M.D., Spielberg got his first feature-length assignment: an episode of The Name of the Game called ""L.A. 2017"". This futuristic science fiction episode impressed Universal Studios and they signed him to a short contract. He did another segment on Night Gallery and did some work for shows such as Owen Marshall: Counselor at Law and The Psychiatrist, before landing the first series episode of Columbo (previous episodes were actually TV films).",What genre was 'LA 2017'?,"{'text': ['futuristic science fiction'], 'answer_start': [526]}"
5ace332d32bba1001ae49dd1,"Ann_Arbor,_Michigan","In 2000, out of 45,693 households, 23.0% had children under the age of 18 living with them, 37.8% were married couples living together, 7.5% had a female householder with no husband present, and 52.5% were nonfamilies. 35.5% of households were made up of individuals and 6.6% had someone living alone who was 65 years of age or older. The average household size was 2.22 and the average family size was 2.90. The age distribution was 16.8% under 18, 26.8% from 18 to 24, 31.2% from 25 to 44, 17.3% from 45 to 64, and 7.9% were 65 or older. The median age was 28 years. For every 100 females there were 97.7 males; while for every 100 females age 18 and over, there were 96.4 males.",In what year was the average family size was 2.22? ,"{'text': [], 'answer_start': []}"
56dddab666d3e219004dad32,Dutch_Republic,"Most of the Low Countries had come under the rule of the House of Burgundy and subsequently the House of Habsburg. In 1549 Holy Roman Emperor Charles V issued the Pragmatic Sanction, which further unified the Seventeen Provinces under his rule. Charles was succeeded by his son, King Philip II of Spain. In 1568 the Netherlands, led by William I of Orange, revolted against Philip II because of high taxes, persecution of Protestants by the government, and Philip's efforts to modernize and centralize the devolved-medieval government structures of the provinces. This was the start of the Eighty Years' War.",Why did the people of the Netherlands rise up against Philip II?,"{'text': [""high taxes, persecution of Protestants by the government, and Philip's efforts to modernize and centralize the devolved-medieval government structures of the provinces""], 'answer_start': [395]}"
5ad2c590d7d075001a42a195,Multiracial_American,"Reacting to media criticism of Michelle Obama during the 2008 presidential election, Charles Kenzie Steele, Jr., CEO of the Southern Christian Leadership Conference said, ""Why are they attacking Michelle Obama, and not really attacking, to that degree, her husband? Because he has no slave blood in him."" He later claimed his comment was intended to be ""provocative"" but declined to expand on the subject. Former Secretary of State Condoleezza Rice (who was famously mistaken for a ""recent American immigrant"" by French President Nicolas Sarkozy), said ""descendants of slaves did not get much of a head start, and I think you continue to see some of the effects of that."" She has also rejected an immigrant designation for African Americans and instead prefers the term ""black"" or ""white"" .","What year did Charles Kenzie Steele, Jr. accuse the media of attacking Barack Obama?","{'text': [], 'answer_start': []}"
56e1506ee3433e1400422da6,Universal_Studios,"Universal's forays into high-quality production spelled the end of the Laemmle era at the studio. Taking on the task of modernizing and upgrading a film conglomerate in the depths of the depression was risky, and for a time Universal slipped into receivership. The theater chain was scrapped, but Carl, Jr. held fast to distribution, studio and production operations.",What part of Universal's business was terminated while it was in bankruptcy?,"{'text': ['The theater chain'], 'answer_start': [261]}"
56f9613f9b226e1400dd13f2,List_of_numbered_streets_in_Manhattan,"Seminary Row is named for the Union Theological Seminary and the Jewish Theological Seminary which it touches. Seminary Row also runs by the Manhattan School of Music, Riverside Church, Sakura Park, Grant's Tomb, and Morningside Park.","Besides the Union Theological Seminary, which other Seminary touches Seminary Row?","{'text': ['Jewish Theological'], 'answer_start': [65]}"
5ad3449a604f3c001a3fdc3c,PlayStation_3,"Sony confirmed that there was an error and stated that they were narrowing down the issue and were continuing to work to restore service. By March 2 (UTC), 2010, owners of original PS3 models could connect to PSN successfully and the clock no longer showed December 31, 1999. Sony stated that the affected models incorrectly identified 2010 as a leap year, because of a bug in the BCD method of storing the date. However, for some users, the hardware's operating system clock (mainly updated from the internet and not associated with the internal clock) needed to be updated manually or by re-syncing it via the internet.",What clock unrelated to the error in the PS2 had to be updated in some cases in order to fix the bug?,"{'text': [], 'answer_start': []}"
56e09b837aa994140058e640,Russian_Soviet_Federative_Socialist_Republic,"Internationally, in 1920, the RSFSR was recognized as an independent state only by Estonia, Finland, Latvia and Lithuania in the Treaty of Tartu and by the short-lived Irish Republic.","Along with Estonia, Latvia, Finland and Lithuania, what state recognized the RSFSR in 1920?","{'text': ['Irish Republic'], 'answer_start': [168]}"
